country,date,tests_cumulative
UnitedKingdom,2021-12-01,359669166
UnitedKingdom,2021-12-02,360898625
UnitedKingdom,2021-12-03,362002474
UnitedKingdom,2021-12-04,362938673
UnitedKingdom,2021-12-05,364115961
UnitedKingdom,2021-12-06,365322465
UnitedKingdom,2021-12-07,366441373
UnitedKingdom,2021-12-08,367782188
UnitedKingdom,2021-12-09,369208867
UnitedKingdom,2021-12-10,370462262
UnitedKingdom,2021-12-11,371518171
UnitedKingdom,2021-12-12,372777484
UnitedKingdom,2021-12-13,374175691
UnitedKingdom,2021-12-14,375562061
UnitedKingdom,2021-12-15,377270804
UnitedKingdom,2021-12-16,378981627
UnitedKingdom,2021-12-17,380633234
UnitedKingdom,2021-12-18,382096713
UnitedKingdom,2021-12-19,383661856
UnitedKingdom,2021-12-20,385233163
UnitedKingdom,2021-12-21,386789337
UnitedKingdom,2021-12-22,388515019
UnitedKingdom,2021-12-23,390267755
UnitedKingdom,2021-12-24,391951084
UnitedKingdom,2021-12-25,393197575
UnitedKingdom,2021-12-26,394559434
UnitedKingdom,2021-12-27,395911432
UnitedKingdom,2021-12-28,397452442
UnitedKingdom,2021-12-29,399021999
UnitedKingdom,2021-12-30,400648749
UnitedKingdom,2021-12-31,402396512
UnitedKingdom,2022-01-01,403492997
UnitedKingdom,2022-01-02,405049581
UnitedKingdom,2022-01-03,406826513
UnitedKingdom,2022-01-04,408976237
UnitedKingdom,2022-01-05,411180180
UnitedKingdom,2022-01-06,413272902
UnitedKingdom,2022-01-07,415061543
UnitedKingdom,2022-01-08,416463121
UnitedKingdom,2022-01-09,418192272
UnitedKingdom,2022-01-10,419974364
UnitedKingdom,2022-01-11,421510187
UnitedKingdom,2022-01-12,423185403
UnitedKingdom,2022-01-13,424732377
UnitedKingdom,2022-01-14,426071832
UnitedKingdom,2022-01-15,427210752
UnitedKingdom,2022-01-16,428567065
UnitedKingdom,2022-01-17,430048869
UnitedKingdom,2022-01-18,431454873
UnitedKingdom,2022-01-19,433073462
UnitedKingdom,2022-01-20,434562577
UnitedKingdom,2022-01-21,435857203
UnitedKingdom,2022-01-22,436963734
UnitedKingdom,2022-01-23,438260622
UnitedKingdom,2022-01-24,439709626
